Tuesday,ACP,Physics,PH30015,5pm-5:55pm,NR223
Wednesday,SKS,Organic Chemistry,CY20001,8am-8:55am,NR223
Wednesday,,,,9am-9:55am,NR223
Wednesday,MKS,Inorganic Chemistry,CY20005,10am-10:55am,NR223
Wednesday,SDS,NSOPDE,MA40001,11am-11:55am,NR223
Wednesday,,sdfvcx zcf,,12pm-12:55pm,NR223
Wednesday,RPS,Physics,PH10001,2pm-2:55pm,NR223
Wednesday,NLS,Maths,MA10001,3pm-3:55am,NR223
Wednesday,ACP,Physics,PH30015,4pm-4:55pm,NR223
Wednesday,,,,5pm-5:55pm,NR223
Thursday,,,,8am-8:55am,NR223
Thursday,SKS,Organic Chemistry,CY20001,9am-9:55am,NR223
Thursday,,,,10am-10:55am,NR223
Thursday,MKS,Inorganic Chemistry,CY20005,11am-11:55am,NR223
Thursday,SDS,NSOPDE,MA40001,12pm-12:55pm,NR223
Thursday,,,,2pm-2:55pm,NR223
Thursday,RPS,Physics,PH10001,3pm-3:55am,NR223
Thursday,NLS,Maths,MA10001,4pm-4:55pm,NR223
Thursday,ACP,Physics,PH30015,5pm-5:55pm,NR223
Friday,,,,8am-8:55am,NR223
Friday,SKS,Organic Chemistry,CY20001,9am-9:55am,NR223
Friday,,,,10am-10:55am,NR223
Friday,MKS,Inorganic Chemistry,CY20005,11am-11:55am,NR223
Friday,SKS,Organic Chemistry,CY20001,12pm-12:55pm,NR223
Friday,,,,2pm-2:55pm,NR223
Friday,MKS,Inorganic Chemistry,CY20005,3pm-3:55am,NR223
Friday,SDS,NSOPDE,MA40001,4pm-4:55pm,NR223
Friday,,,,5pm-5:55pm,NR223
